Dis No,Year,Seq,Disaster Group,DisasterSubgroup,Disaster Type,Disaster Subtype,value,Entry Criteria,Country,ISO,Region,Associated Dis,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,StartMonth,Start Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$)
2010-0170-ISL,2010,170,Natural,Geophysical,Volcanic activity,Ash fall,1,Affected,Iceland,ISL,Northern Europe,Flood,,,,,,63.62959,-19.64,,,2010,3,,,,,,,,,
2010-0380-LTU,2010,380,Natural,Hydrological,Flood,Flash flood,1,Kill,Lithuania,LTU,Northern Europe,Lightening,,,,,Km2,,,,,2010,8,8,4,,,,,,,
2010-0193-HRV,2010,193,Natural,Hydrological,Flood,Riverine flood,1,Affected,Croatia,HRV,Southern Europe,,,,,,Km2,,,,,2010,6,3,,,300,,300,,,80000
2010-0619-HRV,2010,619,Natural,Hydrological,Flood,Riverine flood,1,Affected,Croatia,HRV,Southern Europe,,,Yes,,,Km2,,,,,2010,12,3,,,810,,810,,,
2010-0633-HRV,2010,633,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Croatia,HRV,Southern Europe,,,,,-21,?,,,,,2010,12,18,,,,,,,,
2010-0193-HUN,2010,193,Natural,Hydrological,Flood,Riverine flood,1,Affected,Hungary,HUN,Eastern Europe,,,Yes,,,Km2,,,,"Bodva, Tarna, Tarnoca, Sajo, Hernad, Szalajka, Danube rivesr",2010,5,15,1,,2000,,2000,,,440000
2010-0518-HUN,2010,518,Technological,Technological,Industrial accident,Chemical spill,1,Affected,Hungary,HUN,Eastern Europe,,No,Yes,,,m3,,,,,2010,10,4,9,150,,7120,7270,,,103000
2010-0582-ITA,2010,582,Natural,Hydrological,Flood,Riverine flood,1,Affected,Italy,ITA,Southern Europe,,,,,18725,Km2,45.13,11.14,,Sele,2010,11,8,,,300,,300,,,
2010-0615-ITA,2010,615,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Italy,ITA,Southern Europe,,,,,,?,,,,,2010,12,1,,,,,,,,
2010-0148-ITA,2010,148,Technological,Technological,Transport accident,Rail,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2010,4,12,11,20,,,20,,,
2010-0615-LTU,2010,615,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Lithuania,LTU,Northern Europe,,,,,,?,,,,,2010,11,27,5,,,,,,,
2010-0088-LUX,2010,88,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Luxembourg,LUX,Western Europe,,,,,,Kph,,,,,2010,2,28,,,,,,,21000,31000
2010-0278-MDA,2010,278,Natural,Hydrological,Flood,Riverine flood,1,Affected,Moldova (the Republic of),MDA,Eastern Europe,,,Yes,,12210,Km2,46.82,27.97,,"Prut, Nistru rivers",2010,7,5,1,,12000,,12000,,,
2010-0088-NLD,2010,88,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Netherlands (the),NLD,Western Europe,,,,,,Kph,,,,,2010,2,28,,,,,,,18000,28000
2010-0615-POL,2010,615,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Poland,POL,Eastern Europe,,,,,-33,?,,,,,2010,11,,200,,,,,,,
2010-0532-POL,2010,532,Technological,Technological,Transport accident,Road,1,Kill,Poland,POL,Eastern Europe,,No,No,,,,,,,,2010,10,12,17,1,,,1,,,
2010-0088-PRT,2010,88,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Portugal,PRT,Southern Europe,,,,,140,Kph,,,,,2010,2,27,3,,,,,,70000,270000
2010-0615-PRT,2010,615,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Portugal,PRT,Southern Europe,,,,,,?,,,,,2010,12,,,,,,,,,
2010-0251-ROU,2010,251,Natural,Hydrological,Flood,Riverine flood,1,Kill,Romania,ROU,Eastern Europe,,,,,,Km2,,,,"Danube, Prut, Siret",2010,6,21,26,,12237,,12237,,,1111428
2010-0050-ROU,2010,50,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Romania,ROU,Eastern Europe,,,,,-34,?,,,,,2010,1,22,52,,,,,,,
2010-0326-ROU,2010,326,Technological,Technological,Transport accident,Air,1,Kill,Romania,ROU,Eastern Europe,,No,No,,,,,,,,2010,7,5,12,2,,,2,,,
2010-0153-RUS,2010,153,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,,2010,3,22,,,3250,,3250,,,
2010-0547-RUS,2010,547,Natural,Hydrological,Flood,Riverine flood,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,,2010,10,16,23,,45214,,45214,,,66000
2010-0050-RUS,2010,50,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Russian Federation (the),RUS,Eastern Europe,,,,,-30,?,,,,,2010,1,1,13,,,,,,,
2010-0615-RUS,2010,615,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,-51,?,,,,,2010,12,3,11,11,,,11,,,
2010-0372-RUS,2010,372,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,40,?,,,,,2010,6,,55736,,,,,,,400000
2010-0466-RUS,2010,466,Natural,Climatological,Wildfire,Forest fire,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,,2010,9,2,8,,,1200,1200,,,
2010-0149-RUS,2010,149,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2010,4,10,96,,,,,,,
2010-0150-RUS,2010,150,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2010,4,10,10,,8,,8,,,
2010-0342-RUS,2010,342,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2010,8,2,11,,,,,,,
2010-0657-RUS,2010,657,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2010,12,28,12,,,,,,,
2010-0618-RUS,2010,618,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2010,12,3,10,25,,,25,,,
2010-0439-RUS,2010,439,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2010,8,27,11,,3,,3,,,
2010-0178-RUS,2010,178,Technological,Technological,Industrial accident,Explosion,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,m3,,,,,2010,5,8,106,129,,,129,,,
2010-0193-SVK,2010,193,Natural,Hydrological,Flood,Riverine flood,1,Affected,Slovakia,SVK,Eastern Europe,,,,,,Km2,,,,,2010,5,15,1,,200,,200,,,25000
2010-0217-SVK,2010,217,Natural,Hydrological,Flood,Riverine flood,1,Affected,Slovakia,SVK,Eastern Europe,,,,,,Km2,,,,,2010,6,1,3,,650,,650,,,
2010-0615-SVK,2010,615,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Slovakia,SVK,Eastern Europe,,,,,,?,,,,,2010,11,,122,,,,,,,
2010-0275-UKR,2010,275,Natural,Hydrological,Flood,Riverine flood,1,Affected,Ukraine,UKR,Eastern Europe,,,,,34500,Km2,48.59,24.79,,,2010,6,27,6,59,40000,,40059,,,1900
2010-0531-UKR,2010,531,Technological,Technological,Transport accident,Road,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,,,,,,2010,10,12,45,7,,,7,,,
2010-0030-UKR,2010,30,Technological,Technological,Miscellaneous accident,Explosion,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,,,,,,2010,1,18,16,,,,,,,
2011-0416-ITA,2011,416,Natural,Hydrological,Flood,Flash flood,1,Affected,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,Yes,,,Km2,44.422,9.33,,,2011,10,26,10,,,,,,14000,545000
2011-0340-RUS,2011,340,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,Broken Dam/Burst bank,,,,,Km2,,,,Sunja river,2011,8,26,,,3500,,3500,,,
2011-0436-ITA,2011,436,Natural,Hydrological,Flood,Flash flood,1,Kill,Italy,ITA,Southern Europe,,,,,,Km2,,,,,2011,11,4,6,,,,,,,
2011-0329-ITA,2011,329,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Italy,ITA,Southern Europe,,,,,47,?,,,,,2011,8,17,10,,,,,,,
2011-0119-ITA,2011,119,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2011,3,15,35,,,,,,,
2011-0128-ITA,2011,128,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2011,4,6,150,,48,,48,,,
2011-0306-RUS,2011,306,Natural,Meteorological,Storm,Convective storm,1,SigDam,Russian Federation (the),RUS,Eastern Europe,,,,,,Kph,,,,,2011,7,31,1,14,,,14,,,3000
2011-0200-RUS,2011,200,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,,2011,5,25,,,10669,,10669,,,21015
2011-0229-RUS,2011,229,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2011,6,20,47,9,,,9,,,
2011-0311-RUS,2011,311,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2011,8,9,11,,,,,,,
2011-0348-RUS,2011,348,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2011,9,7,44,1,,,1,,,
2011-0192-RUS,2011,192,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2011,5,27,11,4,,,4,,,
2011-0009-RUS,2011,9,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2011,1,7,11,,,,,,,
2011-0248-RUS,2011,248,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2011,7,10,130,2,78,,80,,,
2011-0287-UKR,2011,287,Technological,Technological,Industrial accident,Explosion,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,m3,,,,,2011,7,28,26,2,,,2,,,
2011-0273-UKR,2011,273,Technological,Technological,Industrial accident,Collapse,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,m3,,,,,2011,7,29,12,,,,,,,
2011-0254-UKR,2011,254,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,,,,,,2011,7,10,16,,11,,11,,,
2009-0530-SRB,2009,530,Natural,Hydrological,Flood,Riverine flood,1,Affected,Serbia,SRB,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,"Detinja, Moravica, Zapadna Morava",2009,11,6,,,3210,,3210,,,
2009-0607-MNE,2009,607,Natural,Hydrological,Flood,Riverine flood,1,Affected,Montenegro,MNE,Southern Europe,,,,,,Km2,,,,Bojana river,2009,12,25,,,450,,450,,,
2010-0574-SRB,2010,574,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Serbia,SRB,Southern Europe,,,Yes,,6,Richter,43.76,20.73,1:58,,2010,11,3,2,120,25440,1470,27030,,,132260
2010-0101-SRB,2010,101,Natural,Hydrological,Flood,Flash flood,1,Affected,Serbia,SRB,Southern Europe,,,,,46900,Km2,44.47,21.14,,"Saca, Drina, Mlava, Morava rivers",2010,3,1,,,3150,,3150,,,
2010-0193-SRB,2010,193,Natural,Hydrological,Flood,Riverine flood,1,Affected,Serbia,SRB,Southern Europe,,,,,,Km2,,,,,2010,5,17,2,,,,,,,
2010-0619-SRB,2010,619,Natural,Hydrological,Flood,Riverine flood,1,Affected,Serbia,SRB,Southern Europe,,,,,,Km2,,,,"Drina, Lim",2010,12,3,,,1750,,1750,,,
2010-0050-SRB,2010,50,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Serbia,SRB,Southern Europe,,,,,-18,?,,,,,2010,1,28,3,,,,,,,
2010-0633-SRB,2010,633,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Serbia,SRB,Southern Europe,,,,,,?,,,,,2010,12,19,2,,,,,,,
2010-0594-MNE,2010,594,Natural,Hydrological,Flood,Riverine flood,1,Affected,Montenegro,MNE,Southern Europe,,,,,,Km2,,,,,2010,11,12,,,1350,,1350,,,
2010-0619-MNE,2010,619,Natural,Hydrological,Flood,Riverine flood,1,Affected,Montenegro,MNE,Southern Europe,,,,,,Km2,,,,"Zeta river, Lake Sedar",2010,12,3,,,5000,,5000,,,
2011-0518-CHE,2011,518,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Switzerland,CHE,Western Europe,Transport accident,,,,120,Kph,,,,,2011,12,16,,3,,,3,,,
2011-0518-FRA,2011,518,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,France,FRA,Western Europe,Transport accident,,,,140,Kph,,,,,2011,12,15,,,,,,,,
2011-0475-ESP,2011,475,Natural,Hydrological,Flood,Riverine flood,1,Affected,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2011,11,7,1,,2400,,2400,,,
2011-0654-ESP,2011,654,Technological,Technological,Transport accident,Water,1,Kill,Spain,ESP,Southern Europe,,No,No,,,,,,,,2011,5,6,22,,,,,,,
2011-0455-GRC,2011,455,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2011,9,3,21,,,,,,,
2011-0652-GRC,2011,652,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2011,1,16,22,11,,,11,,,
2011-0447-HUN,2011,447,Technological,Technological,Transport accident,Road,1,Kill,Hungary,HUN,Eastern Europe,,No,No,,,,,,,,2011,10,31,14,2,,,2,,,
2011-0453-IRL,2011,453,Natural,Hydrological,Flood,Riverine flood,1,Affected,Ireland,IRL,Northern Europe,,,,,,Km2,,,,,2011,10,25,2,,600,,600,,165000,325000
2011-0656-ITA,2011,656,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2011,8,1,25,,,,,,,
2011-0657-ITA,2011,657,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2011,11,26,33,,,,,,,
2011-0495-ITA,2011,495,Natural,Hydrological,Landslide,,1,Waiting,Italy,ITA,Southern Europe,,,,,,,,,,,2011,11,22,3,1,,,1,,,
2012-0033-BGR,2012,33,Natural,Hydrological,Flood,Riverine flood,1,Affected,Bulgaria,BGR,Eastern Europe,Broken Dam/Burst bank,,Yes,,47137,Km2,42.555,24.26,,,2012,2,1,5,,37950,,37950,,,4400
2012-9290-ITA,2012,9290,Natural,Climatological,Drought,Drought,1,SigDam,Italy,ITA,Southern Europe,Heat wave,,,,,Km2,,,,,2012,6,1,,,,,,,,1190000
2012-0012-ALB,2012,12,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Affected,Albania,ALB,Southern Europe,,,,,,?,,,,,2012,1,,5,,230000,,230000,,,
2012-0150-ALB,2012,150,Technological,Technological,Transport accident,Road,1,Kill,Albania,ALB,Southern Europe,,No,No,,,,,,,,2012,5,21,13,20,,,20,,,
2012-0019-AUT,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Austria,AUT,Western Europe,,,,,,?,,,,,2012,2,,5,,,,,,,
2012-0019-BEL,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Belgium,BEL,Western Europe,,,,,,?,,,,,2012,2,,3,,,,,,,
2012-0152-BGR,2012,152,Natural,Geophysical,Earthquake,Ground movement,1,SigDam,Bulgaria,BGR,Eastern Europe,,,,,6,Richter,42.645,22.968,3:00,,2012,5,22,,70,140,,210,,,
2012-0019-BGR,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,-30,?,,,,,2012,1,,30,,,,,,,
2012-0485-BGR,2012,485,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,-19,?,,,,,2012,12,1,3,,,,,,,
2012-0019-BIH,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Bosnia and Herzegovina,BIH,Southern Europe,,,Yes,,-33,?,,,,,2012,2,2,4,,10347,,10347,,,
2012-0019-BLR,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Belarus,BLR,Eastern Europe,,,,,,?,,,,,2012,1,,,30,100,,130,,,
2012-0019-CHE,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Switzerland,CHE,Western Europe,,,,,-35,?,,,,,2012,2,7,,,,,,,,
2012-0485-CHE,2012,485,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Switzerland,CHE,Western Europe,,,,,,?,,,,,2012,12,7,11,,,,,,,
2012-0064-CHE,2012,64,Technological,Technological,Transport accident,Road,1,Kill,Switzerland,CHE,Western Europe,,No,No,,,,,,,,2012,3,13,28,,,,,,,
2012-0019-CZE,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Czech Republic (the),CZE,Eastern Europe,,,,,,?,,,,,2012,1,,25,,,,,,,
2012-0485-CZE,2012,485,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Czech Republic (the),CZE,Eastern Europe,,,,,,?,,,,,2012,12,7,7,,,,,,,
2012-0019-DEU,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Germany,DEU,Western Europe,,,,,,?,,,,,2012,2,,4,,,,,,,
2012-0485-DEU,2012,485,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Germany,DEU,Western Europe,,,,,,?,,,,,2012,12,7,2,,,,,,,
2012-0513-DEU,2012,513,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Germany,DEU,Western Europe,,No,No,,,,,,,,2012,11,26,14,9,,,9,,,
2012-0449-ESP,2012,449,Natural,Hydrological,Flood,Riverine flood,1,Kill,Spain,ESP,Southern Europe,,,,,,Km2,,,,Guadalahorce,2012,9,28,10,35,600,,635,,260000,395000
2012-0279-ESP,2012,279,Natural,Climatological,Wildfire,,1,SigDis,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2012,7,22,4,6,,,6,,,
2012-0019-EST,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Estonia,EST,Northern Europe,,,,,,?,,,,,2012,2,,1,,,,,,,
2012-0019-FRA,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,France,FRA,Western Europe,,,,,,?,,,,,2012,2,,12,,,,,,,
2012-0549-GBR,2012,549,Natural,Hydrological,Flood,Flash flood,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,,2012,6,23,1,,,,,,,785000
2012-0446-GBR,2012,446,Natural,Hydrological,Flood,Riverine flood,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,8507,Km2,54.04,-2.13,,,2012,9,23,3,,1500,,1500,,,81000
2012-0488-GBR,2012,488,Natural,Hydrological,Flood,Riverine flood,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,Exe,2012,12,23,,,585,,585,,,
2012-0548-GBR,2012,548,Natural,Hydrological,Flood,Riverine flood,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,,2012,6,10,,,,,,,,450000
2012-0552-GBR,2012,552,Natural,Hydrological,Flood,Riverine flood,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,53.45,-1.19,,"Thames, Ouse, Derwent, Cree, Ruchill",2012,11,21,4,,1700,,1700,,813000,1630000
2012-0080-GRC,2012,80,Natural,Hydrological,Flood,Riverine flood,1,Affected,Greece,GRC,Southern Europe,,,,,9251,Km2,39.8677,21.01,,eVROS,2012,2,3,1,,200,,200,,,
2012-0019-GRC,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Greece,GRC,Southern Europe,,,,,,?,,,,,2012,2,,5,,,,,,,
2012-0526-GRC,2012,526,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2012,12,16,27,,,,,,,
2012-0551-HRV,2012,551,Natural,Hydrological,Flood,Riverine flood,1,Affected,Croatia,HRV,Southern Europe,,,,,,Km2,,,,,2012,11,5,,,1500,,1500,,,
2012-0019-HRV,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Croatia,HRV,Southern Europe,,,,,,?,,,,,2012,2,,3,,,,,,,
2012-0485-HRV,2012,485,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Croatia,HRV,Southern Europe,,,,,,?,,,,,2012,12,7,4,,,,,,,
2012-0019-HUN,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Hungary,HUN,Eastern Europe,,,,,,?,,,,,2012,2,,16,,,,,,,
2012-0142-ITA,2012,142,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Italy,ITA,Southern Europe,,,,,6,Richter,44.89,11.23,4:03:52,,2012,5,20,7,50,11000,,11050,,1300000,15800000
2012-0162-ITA,2012,162,Natural,Geophysical,Earthquake,Ground movement,1,Kill,Italy,ITA,Southern Europe,,,,,6,Richter,44.851,11.086,,,2012,5,29,17,350,,14000,14350,,1300000,
2012-0466-ITA,2012,466,Natural,Hydrological,Flood,Riverine flood,1,Affected,Italy,ITA,Southern Europe,,,,,,Km2,43.1605,12.41,,,2012,11,11,4,,500,700,1200,,,15000
2012-0019-ITA,2012,19,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Italy,ITA,Southern Europe,,,Yes,,-25,?,,,,,2012,2,,45,,,,,,,132601
2012-0008-ITA,2012,8,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2012,1,13,32,60,,,60,,515000,
2012-0121-ITA,2012,121,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2012,4,3,10,,48,,48,,,
2012-0368-ITA,2012,368,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2012,9,6,11,,56,,56,,,
2012-0424-ITA,2012,424,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2012,10,29,10,,,,,,,
2013-0530-FRA,2013,530,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,France,FRA,Western Europe,Flood,,,,150,Kph,,,,,2013,12,23,1,,,,,,,
2013-0530-GBR,2013,530,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Flood,,,,130,Kph,,,,,2013,12,26,5,,,,,,,
2013-0517-DEU,2013,517,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Germany,DEU,Western Europe,Tsunami/Tidal wave,,,,,Kph,,,,,2013,12,4,,,,,,,,
2013-0205-AUT,2013,205,Natural,Hydrological,Flood,Riverine flood,1,Kill,Austria,AUT,Western Europe,"Slide (land, mud, snow, rock)",,Yes,,,Km2,,,,"Inn, Salzach, Truan, Enns, Steyr, Danube",2013,6,2,4,,200,,200,,235000,1000000
2013-0205-CZE,2013,205,Natural,Hydrological,Flood,Riverine flood,1,Kill,Czech Republic (the),CZE,Eastern Europe,"Slide (land, mud, snow, rock)",,Yes,,,Km2,,,,"Labe, Vltava",2013,6,1,15,,1300000,,1300000,,385866,828552
2013-0216-CHE,2013,216,Natural,Meteorological,Storm,Convective storm,1,Affected,Switzerland,CHE,Western Europe,Hail,,,,,Kph,,,,,2013,6,20,,84,,,84,,112000,250000
2013-0530-ESP,2013,530,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Spain,ESP,Southern Europe,Rain,,,,,Kph,,,,,2013,12,24,,,,,,,,
2013-0517-GBR,2013,517,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Flood,,,,,Kph,,,,,2013,12,6,2,,4200,,4200,,,
2013-0517-BEL,2013,517,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Belgium,BEL,Western Europe,,,,,,Kph,,,,,2013,12,4,,,,,,,,
2013-0530-BEL,2013,530,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Belgium,BEL,Western Europe,,,,,,Kph,,,,,2013,12,26,,,,,,,,
2013-0426-BEL,2013,426,Technological,Technological,Transport accident,Air,1,Kill,Belgium,BEL,Western Europe,,No,No,,,,,,,,2013,10,19,11,,,,,,,
2013-0009-BLR,2013,9,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Affected,Belarus,BLR,Eastern Europe,,,,,-25,?,,,,,2013,1,,4,1325,10000,,11325,,,
2013-0530-CHE,2013,530,Natural,Meteorological,Storm,Extra-tropical storm,1,Affected,Switzerland,CHE,Western Europe,,,,,,Kph,,,,,2013,12,24,,,,,,,,
2013-0547-DEU,2013,547,Natural,Meteorological,Storm,Convective storm,1,SigDam,Germany,DEU,Western Europe,,,,,,Kph,,,,,2013,7,27,,,,,,,3700000,4800000
2013-0205-DEU,2013,205,Natural,Hydrological,Flood,Riverine flood,1,Kill,Germany,DEU,Western Europe,,,Yes,,241204,Km2,49.1358,12.11,,"Danube, Elbe, Neckar, Mosel, Rhune",2013,5,28,4,,6350,,6350,,1800000,12900000
2013-0398-DEU,2013,398,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Germany,DEU,Western Europe,,,,,160,Kph,,,,,2013,10,27,7,2,,,2,,,
2013-0398-DNK,2013,398,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Denmark,DNK,Northern Europe,,,,,195,Kph,,,,,2013,10,27,1,,,,,,,
